Name;KATEGORIE;ART;REICHWEITE;SCHADEN;DAUER;ENTZUG;SEITE;Widerstand;Elementarschaden;Erläuterungen
[Objekt] Zertrümmern (Direkt);Kampfzauber;P;BF;K;S;F - 3;SG S. 120;KON+Antimagie;;[OBJEKT] RAMMEN (DIREKT, BERÜHRUNG) Art: P Reichweite: B Schaden: K Dauer: S Entzug: KS - 5 [OBJEKT] ZERTRÜMMERN (DIREKT) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS - 3 [OBJEKT] VERNICHTEN (DIREKT, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS - 1 Diese Zauber sind Varianten von Energieschlag, Energieblitz und Energieball (S. 119), die jeweils nur eine bestimmte Art von unbelebtem Objekt treffen. Für jede Art von Objekt muss ein separater Zauber gelernt werden (z. B. Tür Rammen, Möbel Zertrümmern, Feuerwaffen Vernichten usw.). Diese Zauber wirken nicht gegen Fahrzeuge. Manche Objekte widerstehen diesen Zaubern mit ihrer Barrierestufe (bei Türen und Wänden), andere mit ihrem Objektwiderstand. Schaden senkt die Effektivität eines Objektes genauso, wie Schaden Metamenschen einschränkt. Für jeweils volle drei Kästchen Schaden erhalten Proben, die mit dem Gegenstand durchgeführt werden, einen Würfelpoolmodifikator von -1. Rammen erfordert die Berührung des Ziels. Zertrümmern wirkt gegen ein einzelnes Ziel, Vernichten ist ein Flächenzauber.
[Sinnes]-Verbindung (Passive, Psychic);Wahrnehmungszauber;M;BF (F);;A;F-2;SSP S. 18;;;
Abhängigkeit Lindern (Essenz);Heilzauber;M;B;;A;F - 6;SG S. 108;;;"ABHÄNGIGKEIT LINDERN (ESSENZ) Art: M Reichweite: B Dauer: A Entzug: KS - 6 Dieser Zauber senkt temporär die Auswirkungen einer Abhängigkeit (SR5, S. 88) auf Körper und Geist des Ziels. Jeder Erfolg bei der Spruchzaubereiprobe senkt die Schwere der Abhängigkeit um eine Stufe (z. B. von Schwer auf Mittel). Dieser Zauber heilt nicht die Abhängigkeit, er lindert nur ihre Auswirkungen und kann auch nur gegen eine Abhängigkeit gleichzeitig wirken. Die Wirkung hält nur so lange an, wie der Zauber aufrechterhalten wird; danach kehrt die Abhängigkeit mit voller Stärke zurück. Dieser Zauber wirkt nicht gegen die Auswirkungen einer Fokusabhängigkeit (SR5, S. 319)."
Adlerauge (passiv, gerichtet);Wahrnehmungszauber;P;F*MAG;;A;F - 1;SG S. 134;;;ADLERAUGE (PASSIV, GERICHTET) Art: P Reichweite: B Dauer: A Entzug: KS - 1 Adlerauge verbessert die Sehschärfe eines freiwilligen Ziels. Jeder Erfolg bei der Spruchzaubereiprobe verleiht dem Ziel einen Würfelpoolbonus von +1 auf Wahrnehmungsproben durch Sicht. Diese Wirkung ist kumulativ mit anderen Hilfsmitteln, Implantaten und Fähigkeiten (Sichtverbesserung, Adeptenkräfte usw.).
Allergie Lindern (Essenz);Heilzauber;M;B;;A;F - 6;SG S. 108;;;ALLERGIE LINDERN (ESSENZ) Art: M Reichweite: B Dauer: A Entzug: KS - 6 Dieser Zauber senkt oder unterbindet temporär die Auswirkungen einer Allergie (SR5, S. 88) auf Körper und Geist des Ziels. Jeder Erfolg bei der Spruchzaubereiprobe senkt die Schwere der Allergie um eine Stufe (z. B. von Mittel auf Leicht). Dieser Zauber heilt nicht die Allergie, er lindert nur ihre Wirkung und kann auch nur gegen eine Allergie gleichzeitig wirken. Wenn die Wirkung des Zaubers endet, kehrt die Allergie mit voller Stärke zurück.
Astrale Botschaft (passiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;speziell;F - 3;SG S. 134;;;"ASTRALE BOTSCHAFT (PASSIV, GERICHTET) Art: M Reichweite: B Dauer: speziell Entzug: KS - 3 Dieser Zauber macht sich die Prinzipien der astralen Projektion (SR5, S. 313) zunutze, um kurze verbale Botschaften (von bis zu 100 Wörtern Länge) durch die Astralebene zu übertragen, ohne dafür einen Watcher zu beschwören. Der Zaubernde muss die astrale Gestalt seines Ziels kennen oder eine materielle Verbindung (SR5, S. 296) zum Ziel besitzen. Die Botschaft sucht sich eigenständig ihr Ziel und wird dem Ziel übermittelt, sobald es auf der Astralebene anwesend ist oder einen Watcher beschwört. Die Botschaft hält nur für eine gewisse Zeit. Die Mindestdauer beträgt 24 Stunden; sie wird für jeden Erfolg bei der Spruchzaubereiprobe um weitere 24 Stunden verlängert."
Astrale Drachensuche (aktiv, übersinnlich);Wahrnehmungszauber;M;F*MAG;;A;F + 5;SG S. 134;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;ASTRALE DRACHENSUCHE (AKTIV, ÜBERSINNLICH) Art: M Reichweite: B Dauer: A Entzug: KS + 5 Gerüchten zufolge wurde dieser Zauber von einer Einheit bei S-K Prime entwickelt, die Drachenjägergruppen in Europa und Asien überwachte, und dann absichtlich in den Untergrund durchsickern gelassen, um zu sehen, wie die Drachen auf diese neue Bedrohung reagieren. Das Ziel erhält die Fähigkeit, die astralen Signaturen des ihn umgebenden Astralraums zu askennen, um die Präsenz eines Drachen oder Spuren von Drachenmagie in der Gegend zu erkennen (sofern die astrale Signatur nicht bereits verschwunden ist).
Astrale Hellsicht (passiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 3;SG S. 134;;;ASTRALE HELLSICHT (PASSIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 Astrale Hellsicht ist eine Variante des Zaubers Hellschicht (S. 136), die auf der Astralebene funktioniert. Das Ziel kann astrale Dinge wahrnehmen, als befände es sich innerhalb der Sinnesreichweite astral vor Ort. Der Sichtpunkt kann innerhalb der Reichweite des Zaubers mit einer Komplexen Handlung bewegt werden. Während der Wirkung des Zaubers wird die normale Astralwahrnehmung des Ziels durch die Sinneseindrücke des Zaubers überlagert. Das hat den unangenehmen Nebeneffekt, dass die natürlichen physischen Sinne dabei blockiert werden. Man kann auf Ziele, die man mit Astraler Hellsicht wahrnimmt, keine Zauber wirken.
Astrale Störung (Mana);Manipulationszauber;M;BF;;A;F-2;BTB S. 158;;;
Astrales Fenster (aktiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 3;SG S. 137;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;MANAFENSTER (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 ASTRALES FENSTER (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 Diese Zauber sind verbesserte Versionen von Hellsicht (S. 136) und Astrale Hellsicht (S. 134), mit denen der Zauberer einem Ziel die Fähigkeit verleihen kann, durch Manabarrieren (die normalerweise Hellsicht blockieren und im Astralraum undurchsichtig sind) zu sehen oder zu askennen. Wenn die Barriere dem Zauber nicht mit ihrer Kraftstufe widersteht, kann das Ziel entfernte Szenen durch die Barriere sehen oder askennen, als wäre es physisch oder astral innerhalb der Sinnesreichweite präsent. Man kann auf Ziele, die man durch diese Zauber wahrnimmt, keine Zauber wirken. Das Wirken dieser Zauber alarmiert den Erschaffer der betroffenen Manabarriere nicht. Manafenster überwindet Manabarrieren auf der physischen Ebene mit seiner Hellsicht. Astrales Fenster umgeht astrale Manabarrieren mit seiner astralen Hellsicht. Für den Zauber Astrales Fenster muss das Ziel des Zaubers astral aktiv sein.
Astrales Störfeld (Mana, Area);Manipulationszauber;M;BF;;A;F;BTB S. 158;;;
Astralpanzerung (Mental);Manipulationszauber;M;BF;;A;F-2;SSP S. 21;;;
Aufputschen (Essenz);Heilzauber;P;B;;A;F - 3;SG S. 109;;;AUFPUTSCHEN (ESSENZ) Art: P Reichweite: B Dauer: A Entzug: KS - 3 Aufputschen lindert das körperliche Schlafbedürfnis eines freiwilligen Ziels. Jeder Erfolg bei der Spruchzaubereiprobe gilt im Hinblick auf Widerstandsproben gegen Erschöpfung (SR5, S. 174) als eine Stunde Schlaf. Dieser Zauber ist bei Studenten der Magie sehr beliebt, hat aber einen großen Nachteil. Nach Maßgabe des Spielleiters kann ein Charakter, der den Zauber über längere Zeiträume einsetzt, um nicht schlafen zu müssen, von magisch befördertem Schlafentzug abhängig werden (siehe Abhängigkeit, SR5, S. 88).
Aufwärmen (Essence);Heilzauber;M;BF;;A;F-4;SSP S. 19;;;
Aufwecken (Essenz);Heilzauber;M;B;;A;F - 3;SG S. 109;;;AUFWECKEN (ESSENZ) Art: M Reichweite: B Dauer: A Entzug: KS - 3 Mit diesem Zauber kann der Zauberer ein bewusstloses Ziel sofort aufwecken und voll einsatzfähig machen, wobei die Wirkungen einer Betäubung, inklusive der Modi katoren für Geistigen Schaden, aufgehoben werden. Der Zauber wirkt bei Zielen, die aufgrund einer externen Einwirkung (z. B. Verletzung, Drogen oder Chemikalien) bewusstlos sind. Der Schwellenwert für die Spruchzaubereiprobe ist gleich dem Modi kator aus Geistigem Schaden, unter dem das Ziel zurzeit leidet (oder 1, wenn es einfach schläft). Solange der Zauber aufrechterhalten wird, bleibt das Ziel bei Bewusstsein. Danach wird es wieder bewusstlos und braucht zur Genesung seines Geistigen Schadens doppelt so lange wie gewöhnlich. Das betrifft auch neuen Geistigen Schaden, den es eventuell während der Wirkungsdauer des Zaubers erlitten hat. Diese Nachwirkung hält an, bis aller Geistiger Schaden geheilt ist. Leider kann der Zauberer diesen Zauber nicht auf sich selbst wirken.
Augen des Rudels (aktiv, gerichtet);Wahrnehmungszauber;M;F*MAG;;A;F - 1;SG S. 138;WIL+LOG+(Antimagie)/ KS*2/Objektw.;;SINN BORGEN (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 3 TIERSINN BORGEN (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 5 AUGEN DES RUDELS (AKTIV, GERICHTET) Art: M Reichweite: B Dauer: A Entzug: KS - 1 Mit diesen Zaubern kann der Zauberer die Sinne seines Opfers anzapfen. Sinn Borgen sorgt dafür, dass man sich einen einzelnen Sinn eines Opfers innerhalb der Reichweite „ausleihen“ kann. Wenn das Opfer dem Zauber nicht widersteht, kann man mit seinem Sinn wahrnehmen, als wäre es der eigene. Alle Wahrnehmungsproben mit dem geliehenen Sinn verwenden die Nettoerfolge bei der Spruchzaubereiprobe als Limit. Objekte oder Lebewesen, die vom Ziel wahrgenommen werden, legen keine Zauberwiderstandsproben ab. Das Opfer behält die Kontrolle über seine Handlungen und Sinne, das Ziel ist nur Beobachter. Das Ziel kann weder mit dem Opfer kommunizieren noch seine Aufmerksamkeit in eine bestimmte Richtung lenken. Es kann in Verbindung mit dem Sinn des Opfers auch keine eigenen verbesserten Sinne (wie z. B. Restlichtverstärkung oder Astrale Wahrnehmung) benutzen oder Zauber durch den Sinn des Opfers wirken. Solange der Zauber aufrechterhalten wird, kann das Ziel zwischen den Sinnen des Opfers mit einer Einfachen Handlung „umschalten“. Sinne, die es normalerweise nicht hat (wie z. B. das Sonar einer Fledermaus), kann es ebenfalls borgen. Die astrale Wahrnehmung eines Opfers gilt für die Zwecke dieses Zaubers als eigener Sinn, d. h. das Ziel kann nicht gleichzeitig die astrale Wahrnehmung und einen weiteren Sinn des Opfers borgen. Tiersinn Borgen ist eine eingeschränkte Version des Zaubers Sinn Borgen, die nur auf mundane Tiere gewirkt werden kann, nicht auf paranormale Critter oder Critter mit der Kraft Bewusstsein. Augen des Rudels ist eine Variante des Zaubers Sinn Borgen, die nur bei freiwilligen Zielen funktioniert und nur den Gesichtssinn überträgt. Das Umschalten von der Sicht eines Mitglieds des „Rudels“ zu einem anderen erfordert eine Einfache Handlung.
Augenblick des Todes (Active, Directional);Wahrnehmungszauber;M;BF (F);;A;F-3;BB S. 21;;;
Auspeitschen (Indirekt);Kampfzauber;P;BF;K;S;F;VK S.  50;REA+INT? KON+Panz/DK-Kraftstufe;;AUSPEITSCHEN (INDIREKT) Art: P Reichweite: BF Schaden: K Dauer: S Entzug: KS GEISSELUNG (INDIREKT, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Schaden: K Dauer: S Entzug: KS + 3 Je nach Tradition des Zauberers manifestiert sich Auspeitschen als Peitsche, Tentakel, Ranke oder sogar als Wasserstrahl. Unabhängig von der Ausprägung überwindet das Auspeitschen die Entfernung zwischen Zauberndem und Ziel und trifft dieses mit unglaublicher Kraft. Pro 2 Kästchen Körperlichen Schadens nach der Widerstandsprobe erleidet das Ziel zusätzlich 1 Kästchen Geistigen Schadens. Auspeitschen wirkt auf ein einzelnes Ziel, Geißelung ist ein Zauber mit Flächenwirkung.
Ausrüstungslimit Erhöhen (Transformation);Manipulationszauber;P;B;;A;F - 1;SG S. 123;;;AUSRÜSTUNGSLIMIT ERHÖHEN (TRANSFORMATION) Art: P Reichweite: B Dauer: A Entzug: KS - 1 AUSRÜSTUNGSLIMIT SENKEN (TRANSFORMATION) Art: P Reichweite: B Dauer: A Entzug: KS - 1 Gute Ausrüstung ist nicht immer leicht zu bekommen. Manchmal muss ein Runner mit dem vorliebnehmen, was er hat. Mit diesen Zaubern kann ein Zauberer temporär eine Limitkategorie eines Ausrüstungsstücks (wie z. B. Präzision, SR5, S. 419) erhöhen oder senken. Gerissene Zauberer könnten auch heimlich das Ausrüstungslimit von feindlicher Ausrüstung senken, ohne dass die Gegner jemals dahinterkommen, warum sie verloren haben. Der Zauberer muss ein bestimmtes Limit eines Gegenstands auswählen und dann eine erfolgreiche Spruchzaubereiprobe gegen die Objektwiderstandsprobe des entsprechenden Gegenstands ablegen. Pro Gegenstand kann nur ein Limit gleichzeitig erhöht oder gesenkt werden. Jeder Nettoerfolg bei der Spruchzaubereiprobe erhöht oder senkt das betroffene Limit um 1, bis zu einem Minimum von 1.
Ausrüstungslimit Senken (Transformation);Manipulationszauber;P;B;;A;F - 1;SG S. 123;KON+STR/ Objektwiderst. SR5: S. 290;;AUSRÜSTUNGSLIMIT ERHÖHEN (TRANSFORMATION) Art: P Reichweite: B Dauer: A Entzug: KS - 1 AUSRÜSTUNGSLIMIT SENKEN (TRANSFORMATION) Art: P Reichweite: B Dauer: A Entzug: KS - 1 Gute Ausrüstung ist nicht immer leicht zu bekommen. Manchmal muss ein Runner mit dem vorliebnehmen, was er hat. Mit diesen Zaubern kann ein Zauberer temporär eine Limitkategorie eines Ausrüstungsstücks (wie z. B. Präzision, SR5, S. 419) erhöhen oder senken. Gerissene Zauberer könnten auch heimlich das Ausrüstungslimit von feindlicher Ausrüstung senken, ohne dass die Gegner jemals dahinterkommen, warum sie verloren haben. Der Zauberer muss ein bestimmtes Limit eines Gegenstands auswählen und dann eine erfolgreiche Spruchzaubereiprobe gegen die Objektwiderstandsprobe des entsprechenden Gegenstands ablegen. Pro Gegenstand kann nur ein Limit gleichzeitig erhöht oder gesenkt werden. Jeder Nettoerfolg bei der Spruchzaubereiprobe erhöht oder senkt das betroffene Limit um 1, bis zu einem Minimum von 1.
Ausstrahlung (Active, Area);Wahrnehmungszauber;M;BF (F);;A;F+1;SSP S. 18;;;
Ballistik Verändern (Transformation);Manipulationszauber;P;B;;S;F - 2;VK S. 50;;;BALLISTIK VERÄNDERN (TRANSFORMATION) Art: P Reichweite: B Dauer: S Entzug: KS - 2 Der Zauber Ballistik Verändern ist ein Zauber, den man nur lernen kann, wenn man den Vorteil Alchemischer Waffenbauer (S. 33) hat. Er gestattet es, die ballistischen Eigenschaften von Munition zu verändern oder hilfreiche Effekte hinzuzufügen. Dieser Zauber ist ausschließlich als Alchemisches Erzeugnis einsetzbar, bei dem eine Kugel das Herzstück bildet. Kugeln, die als Herzstück benutzt werden, können nur im Einzelschussmodus abgefeuert werden. Die entsprechende Waffe muss also den Einzelschussmodus (EM) beherrschen. Das Erzeugnis muss aktiviert werden, bevor die Kugel abgefeuert wird, sonst wird das Herzstück durch das Abfeuern zerstört. Wenn ein Charakter einen Befehlsauslöser benutzt, kann er ein einzelnes Erzeugnis wie üblich als Einfache Handlung oder eine beliebige Anzahl (auch alle Kugeln im Magazin) mit einer Komplexen Handlung aktivieren. Nach der Aktivierung behält das Erzeugnis seine Zauberwirkung für eine Anzahl von Minuten gleich seiner Kraftstufe. Beim Herstellen des Herzstücks muss der Charakter die Effekte, die er der Kugel geben will, in einer Liste festhalten. Die Effekte in der Liste muss er in der Reihenfolge vom für ihn Wichtigsten zum Unwichtigsten festhalten. Wenn das Erzeugnis aktiviert wird, gewährt jeder Nettoerfolg einen der Effekte von der Liste in der Reihenfolge ihrer Wichtigkeit, bis entweder keine Nettoerfolge mehr übrig sind oder alle Effekte von der Liste in Kraft sind.
Beeinflussen (Beherrschung);Manipulationszauber;M;BF;;P;F - 1;SG S. 123;WIL+LOG;;BEEINFLUSSEN (BEHERRSCHUNG) Art: M Reichweite: BF Dauer: P Entzug: KS - 1 Der Zauberer pflanzt eine einzelne Suggestion in den Geist des Opfers ein, die wie ein mächtiger posthypnotischer Befehl wirkt. Damit kann man das Ziel zum Beispiel dazu bringen, FizzyFluid für das beste Getränk der Welt zu halten, den Namen seines besten Freundes zu vergessen oder den Zauberer durch eine Tür einzulassen. Das Ziel folgt dieser Suggestion, als wäre es seine eigene Idee. Wenn es den Widerspruch zwischen Idee und Realität erkennt (weil zum Beispiel FizzyFluid ganz anders schmeckt als gedacht), kann es dem Zauber nach den normalen Beherrschungsregeln (s. o.) widerstehen. In jedem Fall verschwindet die Suggestion von selbst nach einer Anzahl von Minuten in Höhe der Nettoerfolge bei der Spruchzaubereiprobe.
Beidhändigkeit (Essenz);Heilzauber;P;B;;S;F - 3;SG S. 110;;;BEIDHÄNDIGKEIT (ESSENZ) Art: P Reichweite: B Dauer: S Entzug: KS - 3 Das freiwillige Ziel dieses Zaubers erhält, solange der Zauber wirkt, den Vorteil Beidhändigkeit (SR5, S. 83). Für jeden Erfolg bei der Spruchzaubereiprobe hält die Wirkung des Zaubers 1 Kampfrunde lang an.
Belebung (Transformation);Manipulationszauber;P;BF;;A;F - 1;SG S. 124;KON+STR/ Objektwiderst. SR5: S. 290;;BELEBUNG (TRANSFORMATION) Art: P Reichweite: BF Dauer: A Entzug: KS - 1 MASSENBELEBUNG (TRANSFORMATION, FLÄCHENWIRKUNG) Art: P Reichweite: BF (F) Dauer: A Entzug: KS + 1 Dieser Zauber sorgt dafür, dass sich unbelebte Gegenstände bewegen. Der Gegenstand bewegt sich so, wie es zu ihm passt (Bälle können rollen, Teppiche könnten kriechen, humanoide Statuen können gehen usw.). Der Zauber sorgt für eine eingeschränkte Beweglichkeit, wodurch zum Beispiel Statuen dahinwatscheln können, als hätten sie Gelenke. Der Gegenstand widersteht dem Zauber mit seinem Objektwiderstand. Schwerere Gegenstände (ab 200 Kilogramm Masse) haben einen höheren Widerstand (+2 pro vollen 200 Kilogramm). Das Steuern eines Gegenstandes benötigt eine Einfache Handlung. Man kann dem Gegenstand auch befehlen, sich in der gleichen Richtung weiterzubewegen, während man sich auf etwas anderes konzentriert. Der Zauberer hat nur eine ungefähre Kontrolle über die Bewegung des Gegenstands und kann keine Teile davon (wie etwa den Arm einer Statue) separat bewegen (feinere Manipulationen erfordern einen Zauber wie etwa Zauberfinger, S. 133). Die maximale Bewegungsrate der Gegenstände beträgt (Kraftstufe) Meter pro Kampfrunde, wobei der Spielleiter das letzte Wort über die tatsächlich erreichbare Geschwindigkeit hat. Wenn der Gegenstand von jemandem festgehalten wird, muss der Zauberer bei einer Vergleichenden Probe auf Kraftstufe x 2 gegen Konstitution + Stärke des Gegners gewinnen, um den Gegenstand freizubekommen. Wenn der Gegenstand befestigt ist, legt der Spielleiter einen Schwellenwert für die Probe mit Kraftstufe x 2 fest. Belebung beeinflusst ein einzelnes, lebloses Objekt. Massenbelebung ist ein Flächenzauber, der mehrere Objekte (wie etwa die Reinigungsgeräte in einer Besenkammer) gleichzeitig bewegen kann.
Betäubungsball (Direkt, Flächenwirkung);Kampfzauber;M;BF (F);G;S;F;SG S. 122;WIL+Antimagie;;SCHOCKHAND (DIREKT) Art: M Reichweite: B Schaden: G Dauer: S Entzug: KS - 6 BETÄUBUNGSBLITZ (DIREKT) Art: M Reichweite: BF Schaden: G Dauer: S Entzug: KS - 3 BETÄUBUNGSBALL (DIREKT) Art: M Reichweite: BF (F) Schaden: G Dauer: S Entzug: KS Diese Zauber kanalisieren magische Energie direkt in ihr Ziel und verursachen Geistigen Schaden. Sie werden manchmal als „Schlafzauber“ bezeichnet, weil sie Ziele bewusstlos machen können, ohne sie zu töten, falls man mal höflichere Gewalt bevorzugt. Schockhand erfordert die Berührung des Ziels. Betäubungsblitz trifft ein einzelnes Ziel. Betäubungsball ist ein Flächenzauber.
